SubjTrial,SubjectID,ExpNum,ItemNum,Response,TargetWord,TrialType,Syllogism,ListNum,premise1,premise2,conclusion,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
32_17,32,Pilot-2,17,1,rifles,Valid Filler,Disamis,2,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,3587,Disamis,1,1,0,0
32_18,32,Pilot-2,18,1,magazines,Polysemy,Darii,2,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,NA,9848,Darii,0,0,0,0
32_19,32,Pilot-2,19,1,liars,Valid Filler,Dimatis,2,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,16528,Dimatis,1,1,0,0
32_20,32,Pilot-2,20,0,injuries,Invalid Filler,Dimatis*,2,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,NA,7373,Dimatis,0,1,0,0
32_21,32,Pilot-2,21,1,mugs,Valid Filler,Datisi,2,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,13045,Datisi,1,1,0,0
32_22,32,Pilot-2,22,1,poets,Valid Filler,Datisi,2,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,10583,Datisi,1,1,0,0
32_23,32,Pilot-2,23,1,newspapers,Polysemy,Dimatis,2,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,NA,49390,Dimatis,0,0,0,0
32_24,32,Pilot-2,24,0,books,Polysemy,Dimatis,2,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,NA,23498,Dimatis,0,1,0,0
32_25,32,Pilot-2,25,1,widows,Valid Filler,Dimatis,2,Some mothers are widows ,All widows are women,Some women are mothers,NA,57683,Dimatis,1,1,0,0
32_26,32,Pilot-2,26,0,dances,Invalid Filler,Darii*,2,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,NA,13242,Darii,0,1,0,0
32_27,32,Pilot-2,27,1,clowns,Valid Filler,Darii,2,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,11599,Darii,1,1,0,0
32_28,32,Pilot-2,28,1,grapes,Valid Filler,Disamis,2,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,11671,Disamis,1,1,0,0
32_29,32,Pilot-2,29,1,dreams,Polysemy,Barbara,2,All dreams are goals,All nightmares are dreams,All nightmares are goals,NA,15216,Barbara,0,0,0,0
32_30,32,Pilot-2,30,1,swords,Valid Filler,Disamis,2,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,14365,Disamis,1,1,0,0
32_31,32,Pilot-2,31,0,peppers,Invalid Filler,Dimatis*,2,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,15411,Dimatis,0,1,0,0
32_32,32,Pilot-2,32,1,tracks,Homonymy,Darii,2,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,NA,13695,Darii,0,0,0,0
32_33,32,Pilot-2,33,1,singers,Valid Filler,Darii,2,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,NA,11911,Darii,1,1,0,0
32_34,32,Pilot-2,34,1,foundations,Homonymy,Dimatis,2,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,NA,32999,Dimatis,0,0,0,0
32_35,32,Pilot-2,35,1,movements,Homonymy,Barbara,2,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,NA,11685,Barbara,0,0,0,0
32_36,32,Pilot-2,36,1,doughnuts,Valid Filler,Darii,2,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,10014,Darii,1,1,0,0
32_37,32,Pilot-2,37,0,steaks,Invalid Filler,Disamis*,2,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,14391,Disamis,0,1,0,0
32_38,32,Pilot-2,38,1,examinations,Polysemy,Disamis,2,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,NA,21060,Disamis,0,0,0,0
32_39,32,Pilot-2,39,1,admissions,Homonymy,Barbara,2,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,NA,6850,Barbara,0,0,0,0
32_40,32,Pilot-2,40,1,lunches,Polysemy,Darii,2,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,NA,18887,Darii,0,0,0,0
32_41,32,Pilot-2,41,1,chickens,Polysemy,Datisi,2,All chickens lay eggs,Some chickens are roasts,Some roasts lay legs,NA,30283,Datisi,0,0,0,0
32_42,32,Pilot-2,42,1,dinosaurs,Valid Filler,Barbara,2,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,NA,4654,Barbara,1,1,0,0
32_43,32,Pilot-2,43,0,colors,Invalid Filler,Disamis*,2,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,10872,Disamis,0,1,0,0
32_44,32,Pilot-2,44,0,mothers,Invalid Filler,Darii*,2,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,NA,27063,Darii,0,1,0,0
32_45,32,Pilot-2,45,1,suitcases,Valid Filler,Dimatis,2,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,16794,Dimatis,1,1,0,0
32_46,32,Pilot-2,46,0,shapes,Invalid Filler,Disamis*,2,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,17263,Disamis,0,1,0,0
32_47,32,Pilot-2,47,1,statues,Valid Filler,Datisi,2,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,40330,Datisi,1,1,0,0
32_48,32,Pilot-2,48,0,organs,Invalid Filler,Barbara*,2,All hearts are organs ,All lungs are organs ,All lungs are hearts,NA,4739,Barbara,0,1,0,0
32_49,32,Pilot-2,49,0,drivers,Invalid Filler,Barbara*,2,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,NA,6458,Barbara,0,1,0,0
32_50,32,Pilot-2,50,0,dresses,Invalid Filler,Darii*,2,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,7924,Darii,0,1,0,0
32_51,32,Pilot-2,51,1,dinners,Polysemy,Barbara,2,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,NA,13397,Barbara,0,0,0,0
32_52,32,Pilot-2,52,1,trucks,Valid Filler,Dimatis,2,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,8092,Dimatis,1,1,0,0
32_53,32,Pilot-2,53,0,spices,Invalid Filler,Dimatis*,2,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,15810,Dimatis,0,1,0,0
32_54,32,Pilot-2,54,1,panels,Homonymy,Datisi,2,All panels have judges,Some panels are electronics,Some electronics have judges,NA,16733,Datisi,0,0,0,0
32_55,32,Pilot-2,55,0,thieves,Invalid Filler,Dimatis*,2,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,17178,Dimatis,0,1,0,0
32_56,32,Pilot-2,56,0,funerals,Invalid Filler,Datisi*,2,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,NA,22959,Datisi,0,1,0,0
32_57,32,Pilot-2,57,1,burgers,Valid Filler,Disamis,2,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,12998,Disamis,1,1,0,0
32_58,32,Pilot-2,58,0,toilets,Invalid Filler,Disamis*,2,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,7662,Disamis,0,1,0,0
32_59,32,Pilot-2,59,0,buildings,Invalid Filler,Barbara*,2,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,NA,6865,Barbara,0,1,0,0
32_60,32,Pilot-2,60,1,tapes,Homonymy,Darii,2,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,NA,14113,Darii,0,0,0,0
33_1,33,Pilot-2,1,1,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,9124,Datisi,1,1,0,0
33_2,33,Pilot-2,2,1,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,7627,Disamis,1,1,0,0
33_3,33,Pilot-2,3,1,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,10574,Darii,0,0,0,0
33_4,33,Pilot-2,4,1,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,11182,Dimatis,1,1,0,0
33_5,33,Pilot-2,5,1,poets,Valid Filler,Datisi,1,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,4184,Datisi,1,1,0,0
33_6,33,Pilot-2,6,1,doughnuts,Valid Filler,Darii,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,4049,Darii,1,1,0,0
33_7,33,Pilot-2,7,1,dolls,Valid Filler,Darii,1,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,4016,Darii,1,1,0,0
33_8,33,Pilot-2,8,0,arms,Homonymy,Disamis,1,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,NA,7593,Disamis,0,1,0,0
33_9,33,Pilot-2,9,0,toilets,Invalid Filler,Disamis*,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,8245,Disamis,0,1,0,0
33_10,33,Pilot-2,10,0,dinners,Polysemy,Barbara,1,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,NA,16402,Barbara,0,1,0,0
33_11,33,Pilot-2,11,1,rifles,Valid Filler,Disamis,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,4127,Disamis,1,1,0,0
33_12,33,Pilot-2,12,0,chickens,Polysemy,Datisi,1,All chickens lay eggs,Some chickens are roasts,Some roasts lay legs,NA,4342,Datisi,0,1,0,0
33_13,33,Pilot-2,13,0,boards,Homonymy,Dimatis,1,Some committees are boards,All boards are rectangles,Some rectangles are committees,NA,5388,Dimatis,0,1,0,0
33_14,33,Pilot-2,14,0,foundations,Homonymy,Dimatis,1,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,NA,9708,Dimatis,0,1,0,0
33_15,33,Pilot-2,15,0,panels,Homonymy,Datisi,1,All panels have judges,Some panels are electronics,Some electronics have judges,NA,4230,Datisi,0,1,0,0
33_16,33,Pilot-2,16,0,oil,Polysemy,Datisi,1,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,NA,5399,Datisi,0,1,0,0
33_17,33,Pilot-2,17,0,dreams,Polysemy,Barbara,1,All dreams are goals,All nightmares are dreams,All nightmares are goals,NA,4523,Barbara,0,1,0,0
33_18,33,Pilot-2,18,1,whales,Valid Filler,Barbara,1,All whales are mammals ,All orcas are whales ,All orcas are mammals,NA,7480,Barbara,1,1,0,0
33_19,33,Pilot-2,19,0,spices,Invalid Filler,Dimatis*,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,20487,Dimatis,0,1,0,0
33_20,33,Pilot-2,20,0,lunches,Polysemy,Darii,1,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,NA,5411,Darii,0,1,0,0
33_21,33,Pilot-2,21,0,admissions,Homonymy,Barbara,1,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,NA,4679,Barbara,0,1,0,0
33_22,33,Pilot-2,22,1,suitcases,Valid Filler,Dimatis,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,5017,Dimatis,1,1,0,0
33_23,33,Pilot-2,23,0,peppers,Invalid Filler,Dimatis*,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,38936,Dimatis,0,1,0,0
33_24,33,Pilot-2,24,0,colors,Invalid Filler,Disamis*,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,4825,Disamis,0,1,0,0
33_25,33,Pilot-2,25,0,examinations,Polysemy,Disamis,1,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,NA,8246,Disamis,0,1,0,0
33_26,33,Pilot-2,26,0,tapes,Homonymy,Darii,1,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,NA,8336,Darii,0,1,0,0
33_27,33,Pilot-2,27,1,dinosaurs,Valid Filler,Barbara,1,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,NA,5940,Barbara,1,1,0,0
33_28,33,Pilot-2,28,1,phones,Valid Filler,Barbara,1,All phones can make calls ,All iPhones are phones ,All iPhones can make calls ,NA,3340,Barbara,1,1,0,0
33_29,33,Pilot-2,29,0,newspapers,Polysemy,Dimatis,1,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,NA,2959,Dimatis,0,1,0,0
33_30,33,Pilot-2,30,0,buildings,Invalid Filler,Barbara*,1,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,NA,8773,Barbara,0,1,0,0
33_31,33,Pilot-2,31,0,dates,Homonymy,Disamis,1,Some dates are prime numbers,All dates are opportunities for romance,Some opportunities for romance are prime numbers,NA,3453,Disamis,0,1,0,0
33_32,33,Pilot-2,32,1,grapes,Valid Filler,Disamis,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,5444,Disamis,1,1,0,0
33_33,33,Pilot-2,33,1,swords,Valid Filler,Disamis,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,6007,Disamis,1,1,0,0
33_34,33,Pilot-2,34,1,ponies,Valid Filler,Datisi,1,All ponies neigh,Some ponies are colts,Some colts neigh,NA,10013,Datisi,1,1,0,0
33_35,33,Pilot-2,35,1,statues,Valid Filler,Datisi,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,16323,Datisi,1,1,0,0
33_36,33,Pilot-2,36,1,widows,Valid Filler,Dimatis,1,Some mothers are widows ,All widows are women,Some women are mothers,NA,4488,Dimatis,1,1,0,0
33_37,33,Pilot-2,37,1,steaks,Invalid Filler,Disamis*,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,6671,Disamis,0,0,0,0
33_38,33,Pilot-2,38,1,clowns,Valid Filler,Darii,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,9382,Darii,1,1,0,0
33_39,33,Pilot-2,39,0,injuries,Invalid Filler,Dimatis*,1,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,NA,5230,Dimatis,0,1,0,0
33_40,33,Pilot-2,40,0,thieves,Invalid Filler,Dimatis*,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,4894,Dimatis,0,1,0,0
33_41,33,Pilot-2,41,0,tracks,Homonymy,Darii,1,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,NA,11070,Darii,0,1,0,0
33_42,33,Pilot-2,42,0,stones,Invalid Filler,Datisi*,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,13691,Datisi,0,1,0,0
33_43,33,Pilot-2,43,0,columns,Homonymy,Datisi,1,All columns are architectural,Some columns are gossip articles,Some gossip articles are architectural,NA,4691,Datisi,0,1,0,0
33_44,33,Pilot-2,44,0,movements,Homonymy,Barbara,1,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,NA,8414,Barbara,0,1,0,0
33_45,33,Pilot-2,45,0,organs,Invalid Filler,Barbara*,1,All hearts are organs ,All lungs are organs ,All lungs are hearts,NA,3240,Barbara,0,1,0,0
33_46,33,Pilot-2,46,0,actors,Invalid Filler,Datisi*,1,All male leads are actors,Some actors are women,Some women are male leads,NA,8346,Datisi,0,1,0,0
33_47,33,Pilot-2,47,0,magazines,Polysemy,Darii,1,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,NA,8929,Darii,0,1,0,0
33_48,33,Pilot-2,48,1,liars,Valid Filler,Dimatis,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,5626,Dimatis,1,1,0,0
33_49,33,Pilot-2,49,0,classes,Polysemy,Disamis,1,Some classes are an hour long,All classes are groups of students,Some groups of students are an hour long,NA,4432,Disamis,0,1,0,0
33_50,33,Pilot-2,50,1,negotiations,Valid Filler,Barbara,1,All negotiations aim to reach agreement  ,All union bargainings are negotiations ,All union bargainings aim to reach agreement,NA,5208,Barbara,1,1,0,0
33_51,33,Pilot-2,51,0,antiques,Invalid Filler,Darii*,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,2284,Darii,0,1,0,0
33_52,33,Pilot-2,52,0,books,Polysemy,Dimatis,1,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,NA,2316,Dimatis,0,1,0,0
33_53,33,Pilot-2,53,1,dances,Invalid Filler,Darii*,1,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,NA,8167,Darii,0,0,0,0
33_54,33,Pilot-2,54,0,shapes,Invalid Filler,Disamis*,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,2216,Disamis,0,1,0,0
33_55,33,Pilot-2,55,1,sausages,Invalid Filler,Datisi*,1,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,NA,2565,Datisi,0,0,0,0
33_56,33,Pilot-2,56,0,funerals,Invalid Filler,Datisi*,1,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,NA,2464,Datisi,0,1,0,0
33_57,33,Pilot-2,57,0,singers,Valid Filler,Darii,1,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,NA,8965,Darii,1,0,0,0
33_58,33,Pilot-2,58,0,mothers,Invalid Filler,Darii*,1,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,NA,6806,Darii,0,1,0,0
33_59,33,Pilot-2,59,0,clocks,Invalid Filler,Barbara*,1,All watches are clocks ,All sundials are clocks ,All watches are sundials ,NA,4410,Barbara,0,1,0,0
33_60,33,Pilot-2,60,0,drivers,Invalid Filler,Barbara*,1,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,NA,5567,Barbara,0,1,0,0
34_1,34,Pilot-2,1,0,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,36895,Datisi,1,0,0,0
34_2,34,Pilot-2,2,1,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,15603,Disamis,1,1,0,0
34_3,34,Pilot-2,3,0,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,32081,Darii,0,1,0,0
34_4,34,Pilot-2,4,1,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,35706,Dimatis,1,1,0,0
34_5,34,Pilot-2,5,1,poets,Valid Filler,Datisi,1,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,24407,Datisi,1,1,0,0
34_6,34,Pilot-2,6,1,doughnuts,Valid Filler,Darii,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,19953,Darii,1,1,0,0
34_7,34,Pilot-2,7,1,dolls,Valid Filler,Darii,1,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,11048,Darii,1,1,0,0
34_8,34,Pilot-2,8,1,arms,Homonymy,Disamis,1,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,NA,19453,Disamis,0,0,0,0
34_9,34,Pilot-2,9,1,toilets,Invalid Filler,Disamis*,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,15817,Disamis,0,0,0,0
34_10,34,Pilot-2,10,1,dinners,Polysemy,Barbara,1,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,NA,22435,Barbara,0,0,0,0
34_11,34,Pilot-2,11,1,rifles,Valid Filler,Disamis,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,33805,Disamis,1,1,0,0
34_12,34,Pilot-2,12,1,chickens,Polysemy,Datisi,1,All chickens lay eggs,Some chickens are roasts,Some roasts lay legs,NA,36393,Datisi,0,0,0,0
34_13,34,Pilot-2,13,1,boards,Homonymy,Dimatis,1,Some committees are boards,All boards are rectangles,Some rectangles are committees,NA,31178,Dimatis,0,0,0,0
34_14,34,Pilot-2,14,1,foundations,Homonymy,Dimatis,1,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,NA,34569,Dimatis,0,0,0,0
34_15,34,Pilot-2,15,1,panels,Homonymy,Datisi,1,All panels have judges,Some panels are electronics,Some electronics have judges,NA,21853,Datisi,0,0,0,0
34_16,34,Pilot-2,16,1,oil,Polysemy,Datisi,1,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,NA,61571,Datisi,0,0,0,0
34_17,34,Pilot-2,17,1,dreams,Polysemy,Barbara,1,All dreams are goals,All nightmares are dreams,All nightmares are goals,NA,33801,Barbara,0,0,0,0
34_18,34,Pilot-2,18,1,whales,Valid Filler,Barbara,1,All whales are mammals ,All orcas are whales ,All orcas are mammals,NA,18886,Barbara,1,1,0,0
34_19,34,Pilot-2,19,0,spices,Invalid Filler,Dimatis*,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,57809,Dimatis,0,1,0,0
34_20,34,Pilot-2,20,1,lunches,Polysemy,Darii,1,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,NA,23162,Darii,0,0,0,0
34_21,34,Pilot-2,21,1,admissions,Homonymy,Barbara,1,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,NA,40093,Barbara,0,0,0,0
34_22,34,Pilot-2,22,1,suitcases,Valid Filler,Dimatis,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,48034,Dimatis,1,1,0,0
34_23,34,Pilot-2,23,1,peppers,Invalid Filler,Dimatis*,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,49137,Dimatis,0,0,0,0
34_24,34,Pilot-2,24,0,colors,Invalid Filler,Disamis*,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,39375,Disamis,0,1,0,0
34_25,34,Pilot-2,25,1,examinations,Polysemy,Disamis,1,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,NA,22558,Disamis,0,0,0,0
34_26,34,Pilot-2,26,1,tapes,Homonymy,Darii,1,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,NA,33429,Darii,0,0,0,0
34_27,34,Pilot-2,27,1,dinosaurs,Valid Filler,Barbara,1,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,NA,14390,Barbara,1,1,0,0
34_28,34,Pilot-2,28,1,phones,Valid Filler,Barbara,1,All phones can make calls ,All iPhones are phones ,All iPhones can make calls ,NA,9622,Barbara,1,1,0,0
34_29,34,Pilot-2,29,1,newspapers,Polysemy,Dimatis,1,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,NA,26279,Dimatis,0,0,0,0
34_30,34,Pilot-2,30,0,buildings,Invalid Filler,Barbara*,1,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,NA,13166,Barbara,0,1,0,0
34_31,34,Pilot-2,31,1,dates,Homonymy,Disamis,1,Some dates are prime numbers,All dates are opportunities for romance,Some opportunities for romance are prime numbers,NA,17154,Disamis,0,0,0,0
34_32,34,Pilot-2,32,1,grapes,Valid Filler,Disamis,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,7553,Disamis,1,1,0,0
34_33,34,Pilot-2,33,1,swords,Valid Filler,Disamis,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,12061,Disamis,1,1,0,0
34_34,34,Pilot-2,34,1,ponies,Valid Filler,Datisi,1,All ponies neigh,Some ponies are colts,Some colts neigh,NA,15919,Datisi,1,1,0,0
34_35,34,Pilot-2,35,1,statues,Valid Filler,Datisi,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,24355,Datisi,1,1,0,0
34_36,34,Pilot-2,36,1,widows,Valid Filler,Dimatis,1,Some mothers are widows ,All widows are women,Some women are mothers,NA,33239,Dimatis,1,1,0,0
34_37,34,Pilot-2,37,1,steaks,Invalid Filler,Disamis*,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,12758,Disamis,0,0,0,0
34_38,34,Pilot-2,38,1,clowns,Valid Filler,Darii,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,10229,Darii,1,1,0,0
34_39,34,Pilot-2,39,0,injuries,Invalid Filler,Dimatis*,1,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,NA,39643,Dimatis,0,1,0,0
34_40,34,Pilot-2,40,0,thieves,Invalid Filler,Dimatis*,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,31230,Dimatis,0,1,0,0
34_41,34,Pilot-2,41,1,tracks,Homonymy,Darii,1,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,NA,22941,Darii,0,0,0,0
34_42,34,Pilot-2,42,0,stones,Invalid Filler,Datisi*,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,20793,Datisi,0,1,0,0
34_43,34,Pilot-2,43,1,columns,Homonymy,Datisi,1,All columns are architectural,Some columns are gossip articles,Some gossip articles are architectural,NA,15007,Datisi,0,0,0,0
34_44,34,Pilot-2,44,1,movements,Homonymy,Barbara,1,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,NA,10412,Barbara,0,0,0,0
34_45,34,Pilot-2,45,0,organs,Invalid Filler,Barbara*,1,All hearts are organs ,All lungs are organs ,All lungs are hearts,NA,9677,Barbara,0,1,0,0
34_46,34,Pilot-2,46,0,actors,Invalid Filler,Datisi*,1,All male leads are actors,Some actors are women,Some women are male leads,NA,15566,Datisi,0,1,0,0
34_47,34,Pilot-2,47,1,magazines,Polysemy,Darii,1,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,NA,10728,Darii,0,0,0,0
34_48,34,Pilot-2,48,1,liars,Valid Filler,Dimatis,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,25160,Dimatis,1,1,0,0
34_49,34,Pilot-2,49,1,classes,Polysemy,Disamis,1,Some classes are an hour long,All classes are groups of students,Some groups of students are an hour long,NA,22676,Disamis,0,0,0,0
34_50,34,Pilot-2,50,1,negotiations,Valid Filler,Barbara,1,All negotiations aim to reach agreement  ,All union bargainings are negotiations ,All union bargainings aim to reach agreement,NA,18630,Barbara,1,1,0,0
34_51,34,Pilot-2,51,0,antiques,Invalid Filler,Darii*,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,20393,Darii,0,1,0,0
34_52,34,Pilot-2,52,1,books,Polysemy,Dimatis,1,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,NA,14666,Dimatis,0,0,0,0
34_53,34,Pilot-2,53,0,dances,Invalid Filler,Darii*,1,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,NA,9627,Darii,0,1,0,0
34_54,34,Pilot-2,54,0,shapes,Invalid Filler,Disamis*,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,11373,Disamis,0,1,0,0
34_55,34,Pilot-2,55,0,sausages,Invalid Filler,Datisi*,1,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,NA,23086,Datisi,0,1,0,0
